"kit_id","transect_location","water_color_forel.ule_scale","water_dissolved_o2_mg_l","water_orp_mv","water_ph","upland_soil_temperature_degC","upland_soil_moisture","transition_soil_temperature_degC","transition_soil_moisture","wetland_soil_temperature_degC","wetland_soil_moisture","latitude","longitude","elevation_m","collection_time_utc","macrophytes_algae","systemtype","volume_ml","notes","soil_type","rotten_egg_smell","color","soil_horizon","ecosystem_code_IGBP","elevation_flag","collection_date","site_name","state","region","samples_collected","air_temperature_degC","barometric_pressure_inhg","weather_conditions","kit_notes","igsn.x","campaign.x","bulk_density_g_cm3","igsn.y","campaign.y","Ca_meq_100g","Mg_meq_100g","Na_meq_100g","K_meq_100g","CEC_meq_100g","Al_meq_100g","igsn.x","campaign.x","specific_conductance_us_cm","igsn.y","campaign.y","moisturecontent_perc_drywtbasis","igsn.x","campaign.x","Fe_ug_g","igsn.y","campaign.y","albite","chlorite","dolomite","halite","hornblende","kaolinite","microcline","muscovite","pyrite","quartz","igsn.x","campaign.x","ph","igsn.y","campaign.y","carbon_weight_perc","igsn.x","campaign.x","percent_clay","percent_sand","percent_silt","igsn.y","campaign.y","nitrogen_weight_perc","igsn.x","campaign.x","pebbles_angular_rounded","root_presence","root_thickness","visible_minerals","visible_organisms","uninhabited_shells","iron_oxidation","glass_plastic","igsn.y","campaign.y","alpha","n","th_r","th_s"
"K025","upland",17,1.3,NA,6.61,19.8,NA,19.5,NA,19.6,NA,38.8872,-76.5623,0.76,"20:25:00",NA,NA,NA,"The soil temperature is likely inaccurate because I was unable to get my soil thermometer all the way into the soil. It was too compacted. Soil moisture not taken, but the soil was very dry and seemed well drained.","Widewater and Issue soils, 0 to 2 percent slopes, frequently flooded (WBA)",NA,NA,"Mineral",4,NA,"2021-10-04","Muddy Creek","MD","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","25.9",NA,"Partly cloudy, brief sprinkles of rain; sunny at times; breezy",NA,"IEEXG00B1","EC1",0.702459016393443,"IEEXG00AZ","EC1",0.2,0.73,0.06,0.29,7.09,5.81,"IEEXG00AZ","EC1",105,"IEEXG00B0","EC1",22,"IEEXG00AZ","EC1",1984.75,"IEEXG00AZ","EC1",3.5494,4.7062,0,0,0,4.2967,7.0078,0,0,80.44,"IEEXG00AZ","EC1",4.25,"IEEXG00AZ","EC1",5.731,"IEEXG00B1","EC1",12.51,55.22,32.27,"IEEXG00AZ","EC1",0.395,"IEEXG00AZ","EC1","none","moderate","fine","none","none","none","no","no","IEEXG00B1","EC1",0.0363,1.189,0,0.297
"K025","water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8873,-76.5621,0.31,"19:30:00","None","Tidal Stream",205,"Conductivity was 5581 microsiemens/cm. Conductivity, pH and dissolved O2 were measured with a YSI pro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K025","wetland",17,1.3,NA,6.61,19.8,NA,19.5,NA,19.6,NA,38.8873,-76.5621,0.31,"20:05:00",NA,NA,NA,"Soil type is known most precisely at this sampling location because we have taken 1 meter cores from the area, and performed LOI analysis in 5 cm chunks. The top 10 cm have averaged 80% clay and 20% organics, with clay increasing down the core to 100%, with very little organics after 10 cm of depth. Soil moisture not taken, but very moist (not waterlogged because it was low tide)","Widewater and Issue soils, 0 to 2 percent slopes, frequently flooded (WBA)",NA,NA,"Organic",NA,NA,"2021-10-04","Muddy Creek","MD","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","25.9",NA,"Partly cloudy, brief sprinkles of rain; sunny at times; breezy",NA,"IEEXG00AY","EC1",0.466068505626028,"IEEXG00AW","EC1",1.59,9.02,42.6,1.83,55.08,0.04,"IEEXG00AW","EC1",655,"IEEXG00AX","EC1",150,"IEEXG00AW","EC1",5921.33,"IEEXG00AW","EC1",1.3123,0,0,0,0,6.3755,5.0683,18.5316,0,68.7124,"IEEXG00AW","EC1",6.42,"IEEXG00AW","EC1",3.587,"IEEXG00AY","EC1",26.2,40.17,33.62,"IEEXG00AW","EC1",0.34,"IEEXG00AW","EC1","none","few","fine","none","none","none","yes","no","IEEXG00AY","EC1",0.027,1.226,0,0.589
"K026","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7106,-75.6117,2.96,"17:30:00",NA,NA,NA,"Same location as water sample","Udorthent and Udipsamment soils, 0 to 30 percent slopes (UpD)","No","Light Chocolate",NA,NA,"inconsistent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K026","transition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7128,-75.6086,1.29,"17:30:00",NA,NA,NA,NA,"Chincoteague silt loam, 0 to 1 percent slopes, very frequently flooded (ChA)",NA,NA,NA,NA,"inconsistent","2021-10-05","Lang Farm Rd.","VA","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","26.7","762","Sunny and warm",NA,"IEEXG00BK","EC1",0.38522164385021,"IEEXG00BI","EC1",2.32,7.87,3.97,0.62,14.84,0.06,"IEEXG00BI","EC1",379,"IEEXG00BJ","EC1",54,"IEEXG00BI","EC1",732.67,"IEEXG00BI","EC1",9.1945,0,0.58,0,0,7.1349,5.9087,0,0,77.182,"IEEXG00BI","EC1",5.21,"IEEXG00BI","EC1",12.052,"IEEXG00BK","EC1",7.42,45.87,46.71,"IEEXG00BI","EC1",1.119,"IEEXG00BI","EC1","none","moderate","fine","none","none","none","no","no","IEEXG00BK","EC1",0.0149,1.596,0,0.54
"K026","upland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7129,-75.6085,1.37,"17:45:00",NA,NA,NA,"Corn crop, recently harvested","Munden sandy loam, 0 to 2 percent slopes (MuA)",NA,NA,NA,12,"inconsistent","2021-10-05","Lang Farm Rd.","VA","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","26.7","762","Sunny and warm",NA,"IEEXG00BH","EC1",1.55363636363636,"IEEXG00BF","EC1",0.81,0.19,0.06,0.24,1.3,NA,"IEEXG00BF","EC1",77.8,"IEEXG00BG","EC1",10,"IEEXG00BF","EC1",306.97,"IEEXG00BF","EC1",6.1456,0.3124,0,0,0,2.6398,6.6423,7.5624,0,76.6975,"IEEXG00BF","EC1",5.44,"IEEXG00BF","EC1",1.293,"IEEXG00BH","EC1",4.32,73.42,22.25,"IEEXG00BF","EC1",0.139,"IEEXG00BF","EC1","none","few","fine","none","worms","none","no","no","IEEXG00BH","EC1",0.05,1.267,0,0.401
"K026","water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7106,-75.6117,2.96,"17:30:00","None","Tidal Stream",65,"I initially confused the amber 40 and 125ml vials, and filled the 40mL with tidal creek water. Once I realized the error, I rinsed the 40mL with creek water, shook dry and filled using the syringe and filter as directed. There may be slight contamination of the 40mL. (15mL Falcon tube was not contaminated.)  Water color description: Cannot recall and cannot open observation; will try again later.",NA,NA,NA,NA,NA,"inconsistent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K026","wetland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.712,-75.6102,1.2,"17:15:00",NA,NA,NA,"Spartina alterniflora","Chincoteague silt loam, 0 to 1 percent slopes, very frequently flooded (ChA)",NA,NA,NA,NA,"inconsistent","2021-10-05","Lang Farm Rd.","VA","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","26.7","762","Sunny and warm",NA,"IEEXG00BE","EC1",0.584352785801568,"IEEXG00BC","EC1",1.45,3.66,3.91,0.42,9.44,NA,"IEEXG00BC","EC1",9830,"IEEXG00BD","EC1",160,"IEEXG00BC","EC1",2275.96,"IEEXG00BC","EC1",14.4342,0,0,6.6021,3.0137,8.0596,6.1785,15.2517,2.475,43.9851,"IEEXG00BC","EC1",5.99,"IEEXG00BC","EC1",3.342,NA,NA,NA,NA,NA,"IEEXG00BC","EC1",0.309,"IEEXG00BC","EC1","rounded","moderate","fine","none","none","none","yes","no","IEEXG00BE","EC1",0.0477,1.213,0,0.641
"K027","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9914,-75.8238,0.44,"22:00:00",NA,NA,NA,"At the very edge of the channel, water was very high","Honga peat, very frequently flooded, tidal (Ho)","No","Dark Chocolate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K027","transition",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9923,-75.8218,0.65,"21:15:00",NA,NA,NA,"Bare soil and some marsh grasses creeping in; elevation estimated","Othello-Fallsington complex, 0 to 2 percent slopes (OvA)",NA,NA,"Organic",NA,NA,"2021-11-09","Greenhead Farm","MD","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","65","30.11","Clear skies","Very high tide, high marsh was flooded","IEEXG00C0","EC1",1.49206349206349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IEEXG00BZ","EC1",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IEEXG00C0","EC1",6.42,51.8,41.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IEEXG00C0","EC1",0.00496,1.148,0,0.417
"K027","upland",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9917,-75.8216,0.69,"21:30:00",NA,NA,NA,"Not farmed this year","Othello-Fallsington complex, 0 to 2 percent slopes (OvA)",NA,NA,"Organic",12,NA,"2021-11-09","Greenhead Farm","MD","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","65","30.11","Clear skies","Very high tide, high marsh was flooded","IEEXG00BX","EC1",1.47570396571836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IEEXG00BW","EC1",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IEEXG00BX","EC1",8.84,49.97,41.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IEEXG00BX","EC1",0.00421,1.467,0,0.438
"K027","water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9914,-75.8238,0.44,"22:00:00","None","Tidal Stream",610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K027","wetland",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9927,-75.8221,0.47,"21:00:00",NA,NA,NA,"Thick roots, difficult to extract (used gloved hands); Elevation estimated","Honga peat, very frequently flooded, tidal (Ho)",NA,NA,"Organic",NA,NA,"2021-11-09","Greenhead Farm","MD","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","65","30.11","Clear skies","Very high tide, high marsh was flooded","IEEXG00BU","EC1",0.0828316610925307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IEEXG00BT","EC1",797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IEEXG00BU","EC1",0.177,1.298,0,0.567
"K029","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4188,-75.3786,0.37,"19:50:00",NA,NA,NA,"primarily dark brown but later black below","Transquaking peat, 0 to 1 percent slopes, very frequently flooded, tidal (TrkAv)","Yes","Black, Dark Chocolate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K029","transition",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4187,-75.3786,0.86,"20:15:00",NA,NA,NA,"Phragmites australis (not recorded on the phyiscal metadata sheet); NAVD88 used for elevation","Berryland and Mullica soils, 0 to 2 percent slopes, occassionally flooded (BEXAS)",NA,NA,"Organic",NA,NA,"2021-10-18","Gum Tree Corner","NJ","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","18","29.662868","Cloudy","site also has 3 groundwater wells @wetland, transiton and upland positions",NA,NA,NA,"IEEXG00CU","EC1",2.86,12.56,23.64,1.38,40.55,0.11,"IEEXG00CU","EC1",4390,NA,NA,NA,"IEEXG00CU","EC1",1394.69,"IEEXG00CU","EC1",10.5021,0,0,1.0556,0,8.2928,7.3404,0,1.1447,71.6643,"IEEXG00CU","EC1",5.22,"IEEXG00CU","EC1",18.914,NA,NA,NA,NA,NA,"IEEXG00CU","EC1",1.499,"IEEXG00CU","EC1","none","moderate","fine","none","none","none","no","no","IEEXG00CW","EC1",0.0292,1.243,0,0.59
"K029","upland",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4185,-75.3788,1.38,"20:25:00",NA,NA,NA,"organic soil horizon, more mineral than transiton/wetland; NAVD88 used for elevation","Berryland and Mullica soils, 0 to 2 percent slopes, occassionally flooded (BEXAS)",NA,NA,"Organic",4,NA,"2021-10-18","Gum Tree Corner","NJ","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","18","29.662868","Cloudy","site also has 3 groundwater wells @wetland, transiton and upland positions",NA,NA,NA,"IEEXG00CR","EC1",0.83,3.78,9.99,0.97,18.18,2.61,"IEEXG00CR","EC1",1670,NA,NA,NA,NA,NA,NA,"IEEXG00CR","EC1",4.2069,0,0,0,0,3.3078,7.982,0,0,84.5032,"IEEXG00CR","EC1",3.88,"IEEXG00CR","EC1",19.596,"IEEXG00CT","EC1",22.05,77.56,0.4,"IEEXG00CR","EC1",0.999,"IEEXG00CR","EC1","none","moderate","fine","quartz","none","none","no","no","IEEXG00CT","EC1",0.1557,1.171,0,0.746
"K029","water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4188,-75.3786,0.37,"19:35:00","None","Tidal Stream",85,"forel-ule value = 18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K029","wetland",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4188,-75.3786,0.37,"19:58:00",NA,NA,NA,"phragmites australis; for soils: I just used the NRCS wedsize survey as I had no cell reception for phone app; NAVD88 used for elevation","Transquaking peat, 0 to 1 percent slopes, very frequently flooded, tidal (TrkAv)",NA,NA,"Organic",NA,NA,"2021-10-18","Gum Tree Corner","NJ","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","18","29.662868","Cloudy","site also has 3 groundwater wells @wetland, transiton and upland positions",NA,NA,NA,"IEEXG00CO","EC1",1.68,8.53,21.73,1.47,33.41,NA,"IEEXG00CO","EC1",4190,NA,NA,NA,"IEEXG00CO","EC1",5275.3,"IEEXG00CO","EC1",14.6201,1.4036,0,1.5354,3.148,8.5873,8.5779,29.5282,2.9369,29.6625,"IEEXG00CO","EC1",6.2,"IEEXG00CO","EC1",5.04,NA,NA,NA,NA,NA,"IEEXG00CO","EC1",0.573,"IEEXG00CO","EC1","none","moderate","fine","none","none","none","no","no","IEEXG00CQ","EC1",0.0205,1.258,0,0.571
"K030","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.0884,-75.4374,NA,"14:30:00",NA,NA,NA,"sediments were collected near creek bank","Transquaking and Mispillion soils, very frequently flooded, tidal (TP)","Yes","Black, Grey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K030","transition",15,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-12","St. Jones Reserve","DE","Mid-Atlantic","Water, Sediment, Soil - Upland, Soil - Wetland","19.1","30.09105","Rh 92%, wind speed 2.5 m/s","total PAR 254 mmol/m2/15min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K030","upland",15,NA,NA,6.9,NA,NA,NA,NA,NA,NA,39.0885,-75.438,1.13,"15:57:00",NA,NA,NA,NA,"Nassawango silt loam, 2 to 5 percent slopes (NsB)",NA,NA,"Organic",4,NA,"2021-10-12","St. Jones Reserve","DE","Mid-Atlantic","Water, Sediment, Soil - Upland, Soil - Wetland","19.1","30.09105","Rh 92%, wind speed 2.5 m/s","total PAR 254 mmol/m2/15min","IEEXG00D9","EC1",0.177367454769748,"IEEXG00D7","EC1",3.19,10.22,2.34,1.63,17.54,0.16,"IEEXG00D7","EC1",617,"IEEXG00D8","EC1",81,"IEEXG00D7","EC1",237.55,"IEEXG00D7","EC1",10.937,0,0,1.5863,0,8.9941,15.6011,0,0,62.8814,"IEEXG00D7","EC1",4.69,"IEEXG00D7","EC1",24.207,"IEEXG00D7","EC1",16.68,59.39,23.93,"IEEXG00D7","EC1",1.441,"IEEXG00D7","EC1","none","moderate","fine","none","none","none","no","no","IEEXG00D9","EC1",0.3649,1.326,0,0.482
"K030","water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.0884,-75.4374,0.81,"13:55:00","None","Tidal Stream",247,"environmental data from DELSLWQ; water had less turbidity than usual. We were on a coastal flood advisory today. Sampling was at low tide [Sal 14.1 PSU; Trurb 28 FN)/Ntu; temp 20C]; Dissolved Oxygen saturation 37.5%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K030","wetland",15,NA,NA,6.9,NA,NA,NA,NA,NA,NA,39.0881,-75.4375,0.99,"15:45:00",NA,NA,NA,"Soil moisture not taken but soil was saturated","Transquaking and Mispillion soils, very frequently flooded, tidal (TP)",NA,NA,"Organic",NA,NA,"2021-10-12","St. Jones Reserve","DE","Mid-Atlantic","Water, Sediment, Soil - Upland, Soil - Wetland","19.1","30.09105","Rh 92%, wind speed 2.5 m/s","total PAR 254 mmol/m2/15min","IEEXG00D6","EC1",0.484569287524584,"IEEXG00D4","EC1",1.38,7.43,22.61,1.34,32.76,NA,"IEEXG00D4","EC1",4850,"IEEXG00D5","EC1",170,"IEEXG00D4","EC1",5943.5,"IEEXG00D4","EC1",16.5165,0.5922,0,1.9803,3.5722,7.0166,9.0264,22.2726,0,39.0232,"IEEXG00D4","EC1",5.93,"IEEXG00D4","EC1",4.579,"IEEXG00D6","EC1",40.66,6.41,52.93,"IEEXG00D4","EC1",0.507,"IEEXG00D4","EC1","none","few","fine","none","none","none","yes","no",NA,NA,NA,NA,NA,NA
"K033","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1041,-88.5153,187.42,"17:50:00",NA,NA,NA,"little sandy mixture","Histosols and Aquents, 0 to 1 percent slopes, ponded (27)","No","Light Chocolate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K033","transition",5,7.96,NA,8.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-11","Nara Nature Park","MI","Great Lakes","Water, Sediment, Soil - Wetland, Soil - Upland","13.3333","29.67","Partly Cloudy, very slight breeze",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K033","upland",5,7.96,NA,8.79,NA,NA,NA,NA,NA,NA,47.1041,-88.517,187.94,"18:31:00",NA,NA,NA,NA,"Udipsamments and Udorthents, nearly level (83)",NA,NA,"Mineral",4,NA,"2021-10-11","Nara Nature Park","MI","Great Lakes","Water, Sediment, Soil - Wetland, Soil - Upland","13.3333","29.67","Partly Cloudy, very slight breeze",NA,"IEEXG00EL","EC1",0.592752127572592,"IEEXG00EJ","EC1",1.48,0.63,0.08,0.11,2.41,0.11,"IEEXG00EJ","EC1",40.7,"IEEXG00EK","EC1",36,"IEEXG00EJ","EC1",662.5,"IEEXG00EJ","EC1",8.4215,0,1.5233,0.7568,0,0,3.3745,0,0,85.9239,"IEEXG00EJ","EC1",5.54,"IEEXG00EJ","EC1",9.067,"IEEXG00EL","EC1",4.31,88.77,6.92,"IEEXG00EJ","EC1",0.583,"IEEXG00EJ","EC1","none","few","fine","quartz","none","none","no","no","IEEXG00EL","EC1",0.142,1.388,0,0.543
"K033","water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1041,-88.5153,187.42,"17:30:00","Macrophytes","Tidal River, Lacestuary",605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K033","wetland",5,7.96,NA,8.79,NA,NA,NA,NA,NA,NA,47.1043,-88.516,187.52,"18:21:00",NA,NA,NA,"More of a mixture of organic and mineral soil horizon, very dense root mat","Histosols and Aquents, 0 to 1 percent slopes, ponded (27)",NA,NA,"Organic",NA,NA,"2021-10-11","Nara Nature Park","MI","Great Lakes","Water, Sediment, Soil - Wetland, Soil - Upland","13.3333","29.67","Partly Cloudy, very slight breeze",NA,"IEEXG00EI","EC1",0.371818181818182,"IEEXG00EG","EC1",2.85,0.99,0.87,0.29,5.05,0.05,"IEEXG00EG","EC1",181,"IEEXG00EH","EC1",230,"IEEXG00EG","EC1",3085.74,"IEEXG00EG","EC1",14.4188,0,1.1706,0,0,4.5078,15.3747,0,0,64.528,"IEEXG00EG","EC1",6.21,"IEEXG00EG","EC1",5.043,"IEEXG00EI","EC1",4.71,69.31,25.98,"IEEXG00EG","EC1",0.379,"IEEXG00EG","EC1","none","many","fine","none","worms","none","no","no","IEEXG00EI","EC1",0.017,1.326,0,0.711
"K034","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.7746,-75.9752,-0.12,"18:55:00",NA,NA,NA,"sediment emitting bubbles, sediment colour was dark gray","Water (W)","No","Grey",NA,NA,"inconsistent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K034","transition",NA,NA,NA,7.05,16.4,NA,16.3,NA,16,NA,38.7744,-75.9753,0.53,"18:20:00",NA,NA,NA,"invasive phragmites, appears to be monoculture","Klej-Galloway complex, 0 to 5 percent slopes (KgB)",NA,NA,"Organic",NA,"inconsistent","2021-10-18","King's Creek Marsh (Nature Conservancy Site)","MD","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","18","30.02","scattered clouds, windy",NA,"IEEXG00F4","EC1",0.217248062015504,"IEEXG00F2","EC1",2.27,7.75,10.33,0.66,21.05,0.04,"IEEXG00F2","EC1",1830,"IEEXG00F3","EC1",416,"IEEXG00F2","EC1",1470.1,"IEEXG00F2","EC1",4.6833,0.5261,0,0,0,11.3914,7.4815,24.5559,0,51.3617,"IEEXG00F2","EC1",5.15,"IEEXG00F2","EC1",9.397,NA,NA,NA,NA,NA,"IEEXG00F2","EC1",0.925,"IEEXG00F2","EC1","none","moderate","fine","none","none","none","no","no","IEEXG00F4","EC1",0.0544,1.271,0,0.818
